,,,,,,,,,,
Detroit,state_offense_code,901,state_offense_code,2201,state_offense_code,2401,state_offense_code,1201,state_offense_code,"901, 2305, 2306, 2307, 2303"
Houston,NIBRS Class,09A,NIBRS Class,220,NIBRS Class,240,NIBRS Class,120,NIBRS Class,"23A, 23B, 23C, 23D, 23E, 23F, 23G, 23H"
Kansas City,IBRS,09A,IBRS,220,IBRS,240,IBRS,120,IBRS,"23A, 23B, 23C, 23D, 23E, 23F, 23G, 23H"
Lincoln,TYPE_CODE,"1101, 1102",TYPE_CODE,"5111, 5112, 5113, 5121, 5122, 5123, 5131, 5132, 5133, 5211, 5212, 5213, 5221, 5222, 5223, 5231, 5232, 5233",TYPE_CODE,"7100, 7200, 2101, 2102, 2103, 2104, 2201, 2202, 2203, 2204, 7300, 7350, 7400",TYPE_CODE,"3101, 3102, 3103, 3104, 3105, 3106, 3107, 3201, 3202, 3203, 3204, 3205, 3206, 3207, 3301, 3302, 3303, 3304, 3305, 3306, 3307, 3401, 3402, 3403, 3404, 3405, 3406, 3407",TYPE_CODE,"6001, 6002, 6003, 6004, 6101, 4111, 4112, 4121, 4122, 4131, 4132, 4141, 4142, 4151, 4152, 4211, 4212, 4221, 4222, 4231, 4232, 4241, 4242, 4251, 4252, 6102, 6103, 6104, 6201, 6202, 6203, 6204, 6301, 6302, 6303, 6304, 6401, 6402, 6403, 6404, 6501, 6502, 6503, 6504, 6601, 6602, 6603, 6604, 6701, 6702, 6703, 6704, 6801, 6802, 6803, 6804, 6901, 6902, 6903, 6904"
Los Angeles,Crm Cd Desc,CRIMINAL HOMICIDE,Crm Cd Desc,"BURGLARY, BURGLARY, ATTEMPTED",Crm Cd Desc,VEHICLE - STOLEN,Crm Cd Desc,ROBBERY,Crm Cd Desc,"SHOPLIFTING - PETTY THEFT ($950 & UNDER), SHOPLIFTING-GRAND THEFT ($950.01 & OVER), THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD, THEFT PLAIN - PETTY ($950 & UNDER), BIKE – STOLEN, BOAT – STOLEN, THEFT, PERSON, THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER), THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER), BUNCO, GRAND THEFT, BUNCO, PETTY THEFT, PURSE SNATCHING, PICKPOCKET, PETTY THEFT - AUTO REPAIR, GRAND THEFT / AUTO REPAIR, THEFT, COIN MACHINE - PETTY ($950 & UNDER), THEFT, COIN MACHINE - GRAND ($950.01 & OVER), BURGLARY FROM VEHICLE"
Louisville,NIBRS_CODE,09A,NIBRS_CODE,220,NIBRS_CODE,240,NIBRS_CODE,120,NIBRS_CODE,"23A, 23B, 23C, 23D, 23E, 23F, 23G, 23H"
Mesa,Crime Type,Homicide,Crime Type,Burglary,Crime Type,Auto Theft,Crime Type,Robbery,Crime Type,Larceny
Milwaukee,Homicide,#,Burglary,#,Auto-Theft,#,Robbery,#,Larceny,#
Nashville,Offense NIBRS,09A,Offense NIBRS,220,Offense NIBRS,240,Offense NIBRS,120,Offense NIBRS,"23A, 23B, 23C, 23D, 23E, 23F, 23G, 23H"
New York,OFNS_DESC,MURDER & NON-NEGL. MANSLAUGHTER,PD_DESC,"BURGLARY,COMMERCIAL,DAY, BURGLARY,COMMERCIAL,NIGHT, BURGLARY,COMMERCIAL,UNKNOWN TI, BURGLARY,TRUCK DAY, BURGLARY,TRUCK NIGHT, BURGLARY, TRUCK UNKNOWN TIME, BURGLARY,UNCLASSIFIED,NIGHT, ASSAULT 2,1,UNCLASSIFIED, SODOMY 3, SODOMY 2, SODOMY 1, RAPE 1, RAPE 1, ATTEMPT, RAPE 2, RAPE 3, BURGLARY,UNCLASSIFIED,DAY, BURGLARY,UNCLASSIFIED,UNKNOWN, BURGLARY,RESIDENCE,DAY, BURGLARY,RESIDENCE,NIGHT, BURGLARY,RESIDENCE,UNKNOWN TIM",OFNS_DESC,"GRAND LARCENY OF MOTOR VEHICLE, PETIT LARCENY OF MOTOR VEHICLE",OFNS_DESC,ROBBERY,OFNS_DESC,"PETIT LARCENY, GRAND LARCENY"
Philadelphia,text_general_code,Homicide - Criminal,text_general_code,"Burglary Non-Residential, Burglary Residential",text_general_code,Motor Vehicle Theft,text_general_code,"Robbery No Firearm, Robbery Firearm",text_general_code,"Thefts, Theft from Vehicle"
Phoenix,UCR CRIME CATEGORY,MURDER AND NON-NEGLIGENT MANSLAUGHTER,UCR CRIME CATEGORY,BURGLARY,UCR CRIME CATEGORY,MOTOR VEHICLE THEFT,UCR CRIME CATEGORY,ROBBERY,UCR CRIME CATEGORY,LARCENY-THEFT
Pittsburgh,HIERARCHY,1,HIERARCHY,5,INCIDENTHIERARCHYDESC,MTR VEH THEFT (AUTO),HIERARCHY,3,HIERARCHY,6
Raleigh,crime_description,Homicide/Murder-Nonnegligent Manslaughter,crime_category,"BURGLARY/COMMERCIAL, BURGLARY/RESIDENTIAL",crime_category,MV THEFT,crime_category,ROBBERY,crime_category,"LARCENY FROM MV, LARCENY"
Sacramento,Description,187(A) HOMICIDE,Offense_Code,"2205, 2203, 2206, 2202, 2204",Offense_Category,STOLEN VEHICLE,Offense_Code,"1299, 1210, 1203, 1211, 1212",Offense_Code,"2303, 2399, 2305, 2605, 2308, 2310, 2301, 2302, 2309, 2304, 2306, 2307, 2299"
Saint Louis,Crime,1xxxx,Crime,5xxxx,Crime,7xxxx,Crime,3xxxx,Crime,6xxxx
Saint Paul,CODE,110,CODE,"500, 510, 533, 535, 523, 515, 526, 540, 513, 530, 543, 525, 520, 511, 521, 541, 545, 531, 546, 536, 516",CODE,"710, 712, 700, 711, 720, 722, 721",CODE,"314, 300, 311, 331, 312, 341, 373, 361, 354, 321, 313, 344, 322, 374, 351, 324, 323, 343, 333, 371, 363, 364, 342, 353, 352, 372, 334",CODE,"643, 691, 600, 641, 640, 631, 632, 651, 630, 693, 692, 611, 621, 642, 661, 662, 633, 652, 653, 623, 663, 614, 622, 671, 612, 672, 681"
San Francisco,Incident Category,Homicide,Incident Category,Burglary,Incident Category,Motor Vehicle Theft,Incident Category,Robbery,Incident Category,Larceny Theft
Seattle,Offense Code,09A,Offense Code,220,Offense Code,240,Offense Code,120,Offense Code,"23A, 23B, 23C, 23D, 23E, 23F, 23G, 23H"
Tulsa,UCC_CRIME_CLASS_DESC,HOMICIDE,UCC_CRIME_CLASS_DESC,BURGLARY,UCC_CRIME_CLASS_DESC,AUTO THEFT,UCC_CRIME_CLASS_DESC,ROBBERY,UCC_CRIME_CLASS_DESC,LARCENY
Washington,OFFENSE,HOMICIDE,OFFENSE,BURGLARY,OFFENSE,MOTOR VEHICLE THEFT,OFFENSE,ROBBERY,OFFENSE,"THEFT F/AUTO  , THEFT/OTHER"
